# Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
4,169,0,0,14,315,0,0,34,0,7,2,2,1,2,2,1,1
0,0,0,0,1,0,0,0,0,0,3,3,2,3,3,2,0,0
1,63,1,0,22,2815,0,0,0,0,3,2,2,3,2,2,0,0
2,34,0,0,32,929,0,0,0,0,8,1,1,3,3,2,0,0
0,0,0,0,41,3272,0,0,0,0,5,2,6,1,6,2,0,0
2,75,0,0,29,1279,0,0,35,0,11,2,2,3,11,2,0,1
1,0,0,0,4,795,0,0,0,0,11,3,2,9,6,2,1,0
0,0,0,0,1,0,0,0,0,0,12,2,2,8,1,2,0,0
3,250,2,270,20,1424,0,0,31,0,11,2,2,5,5,0,0,1
2,78,0,0,15,269,0,0,22,0,5,3,2,4,2,0,0,1
4,234,0,0,24,1589,0,0,61,0,11,2,2,2,10,2,0,1
0,0,0,0,9,867,0,0,0,0,11,1,1,1,3,2,0,0
5,60,0,0,5,50,0,0,0,0,12,8,13,9,20,1,1,1
6,149,3,267,120,3934,0,0,8,0,11,2,2,4,2,2,1,0
1,131,1,19,62,1524,0,0,83,0,11,2,2,1,2,0,0,1
0,0,0,0,21,263,0,0,0,0,3,2,6,1,3,2,0,0
0,0,0,0,7,723,0,0,32,0,12,2,2,4,1,2,1,1
3,308,0,0,54,1306,0,0,0,0,3,2,2,4,1,2,0,0
2,248,1,0,44,815,0,0,0,0,5,2,2,1,3,2,0,0
12,219,4,857,107,2640,0,0,6,0,11,1,2,1,2,2,1,1
5,175,0,0,26,615,0,0,62,0,9,1,1,1,3,0,1,1
3,97,0,0,5,60,0,0,0,0,10,2,2,9,2,0,0,0
3,21,0,0,23,1053,0,0,0,0,7,3,2,3,4,2,0,0
0,0,2,109,23,1232,0,0,56,0,5,4,2,1,19,2,1,1
4,60,0,0,13,409,0,0,20,0,10,1,1,4,2,0,0,1
6,257,0,0,37,2533,0,0,6,0,11,2,2,3,1,2,0,1
2,28,0,0,73,2260,0,0,0,0,6,2,2,7,4,2,1,0
1,0,2,9,44,814,0,0,0,0,11,4,2,1,10,2,0,1
0,0,1,0,44,2807,0,0,0,0,11,1,1,4,2,2,0,1
3,49,1,29,45,1545,0,0,20,0,3,2,4,3,8,2,1,1
1,23,0,0,4,52,0,0,0,0,10,2,4,2,1,0,0,1
3,135,0,0,30,2040,0,0,4,0,12,2,2,8,2,2,0,1
6,75,0,0,3,66,0,0,21,0,8,2,2,7,6,2,0,1
0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,2,1,0
5,187,1,32,34,2719,0,0,3,0,11,3,2,3,2,2,0,0
5,27,0,0,5,51,0,0,0,0,8,2,2,2,2,0,0,1
2,25,0,0,13,343,0,0,0,0,12,2,2,2,2,0,0,0
4,55,0,0,19,685,0,0,7,0,3,3,2,7,2,2,1,1
0,0,0,0,48,476,0,0,0,0,8,1,1,1,2,2,0,0
9,122,0,0,167,3890,0,0,0,0,7,2,2,1,2,2,0,0
0,0,0,0,23,1888,0,0,46,0,5,2,2,4,4,0,1,1
3,89,0,0,8,67,0,0,0,0,6,2,2,8,1,2,0,1
0,0,0,0,65,1931,0,0,0,0,12,2,2,3,2,2,0,0
0,0,0,0,8,97,0,0,0,0,11,2,2,3,2,2,0,1
2,60,0,0,44,3113,0,0,0,0,3,2,2,3,2,2,0,0
0,0,0,0,3,249,0,0,0,0,3,2,4,9,3,2,0,0
4,92,2,28,29,852,0,0,0,0,8,2,5,8,5,2,0,1
2,140,0,0,10,431,0,0,0,0,12,2,2,2,1,2,0,0
0,0,0,0,19,380,0,0,0,0,11,3,2,4,2,2,0,1
0,0,0,0,9,1626,0,0,0,0,11,2,2,3,2,2,0,0
5,77,2,96,15,2106,0,0,0,0,11,1,1,4,2,2,1,1
7,96,3,313,65,2091,0,0,6,0,5,3,2,3,4,2,1,0
3,29,0,0,12,398,0,0,50,0,11,2,2,2,2,0,0,1
4,80,0,0,326,11945,0,0,0,0,11,2,2,1,2,2,0,1
0,0,1,26,51,3540,0,0,2,0,5,1,1,3,1,2,0,1
0,0,0,0,40,4175,0,0,0,1,5,2,2,1,3,2,1,0
1,0,0,0,3,58,0,0,113,0,10,2,2,9,2,2,1,1
1,41,0,0,44,3227,0,0,28,0,5,2,2,4,13,2,0,1
0,0,0,0,4,166,0,0,0,0,8,3,2,4,4,0,0,0
8,656,1,9,39,1390,0,0,63,0,5,2,5,3,2,0,0,1
1,11,0,0,26,651,0,0,0,0,11,4,2,1,3,2,0,0
0,0,0,0,6,110,0,0,0,0,5,2,2,4,2,2,0,0
3,65,2,16,23,599,0,0,5,0,5,1,8,2,11,2,1,1
0,0,0,0,48,1607,0,0,5,0,12,1,1,1,2,2,1,1
6,432,0,0,30,363,0,0,12,0,10,1,1,3,2,2,0,1
0,0,0,0,10,279,0,0,0,0,11,3,2,9,2,0,0,0
3,224,0,0,1,26,0,0,0,0,12,3,2,2,6,0,1,0
1,7,4,364,248,7445,0,0,1,0,11,2,2,1,2,2,0,1
2,268,2,84,46,1679,0,0,0,0,11,3,2,1,13,2,1,0
0,0,0,0,14,731,0,0,0,0,11,2,2,4,2,0,0,1
8,249,1,36,31,1124,0,0,18,0,5,2,4,5,5,0,0,1
0,0,0,0,26,875,0,0,40,0,11,2,2,7,2,2,0,1
3,79,0,0,36,2517,0,0,27,0,3,2,10,2,2,2,1,1
4,151,0,0,30,1547,0,0,28,0,9,2,2,2,2,2,1,1
0,0,0,0,1,0,0,0,0,0,5,2,2,2,13,2,0,0
3,28,0,0,20,633,0,0,32,0,12,2,10,1,1,2,1,1
0,0,0,0,9,153,0,0,27,0,8,2,2,7,13,2,0,1
13,112,0,0,49,1503,0,0,0,0,3,2,2,2,2,0,0,0
9,159,1,20,39,1721,0,0,16,0,5,1,1,1,13,2,0,0
3,92,0,0,24,463,0,0,17,0,3,1,1,1,2,2,0,1
1,14,1,0,14,710,0,0,0,0,3,2,2,1,1,2,0,0
0,0,0,0,10,627,0,0,0,0,2,3,3,1,4,2,1,0
1,5,0,0,53,1062,0,0,0,0,5,1,1,1,4,2,0,0
2,683,0,0,16,1215,0,0,30,0,5,2,2,1,4,0,0,1
6,57,0,0,36,1930,0,0,21,0,11,1,1,1,2,2,0,1
0,0,1,1729,19,1401,0,0,0,0,12,2,2,1,3,2,0,0
2,202,0,0,11,613,0,0,3,0,12,2,2,1,2,2,0,0
5,32,0,0,70,939,0,0,0,0,8,2,4,1,5,0,1,1
8,318,3,164,107,4447,0,0,0,0,11,2,2,1,3,2,0,1
1,32,0,0,18,299,0,0,19,0,5,2,2,5,1,2,1,1
0,0,0,0,49,2110,0,0,62,0,11,2,2,1,10,2,0,1
0,0,0,0,30,1281,0,0,0,0,3,2,4,2,1,2,0,0
0,0,0,0,7,211,0,0,28,0,8,1,1,1,5,0,0,1
5,76,0,0,20,535,0,0,0,0,12,1,1,1,3,2,1,0
8,108,0,0,21,780,0,0,25,0,11,2,5,1,3,0,0,1
1,9,0,0,11,467,0,0,79,0,5,2,4,1,1,2,0,1
7,145,1,37,130,5252,0,0,0,0,11,2,2,4,2,2,0,1
0,0,0,0,2,1207,0,0,0,0,5,3,3,3,1,2,0,0
2,30,2,33,162,3753,0,0,77,0,11,2,2,1,8,0,0,1
1,16,0,0,44,2939,0,0,32,0,11,2,2,8,2,2,0,1
6,73,5,188,80,3313,0,0,0,0,11,2,2,1,2,2,1,0
1,6,0,0,6,45,0,0,0,0,3,1,1,3,3,2,0,0
0,0,0,0,14,1131,0,0,94,0,11,3,2,3,11,2,1,1
0,0,0,0,10,234,0,0,0,0,5,2,5,1,4,2,0,0
1,56,0,0,17,831,0,0,0,0,5,3,2,4,3,2,0,0
1,537,0,0,14,1383,0,0,9,0,5,2,2,3,1,2,0,1
2,115,0,0,97,1940,0,0,0,0,11,1,1,3,10,2,1,0
0,0,0,0,31,2767,0,0,52,0,11,8,13,9,20,1,0,1
0,0,0,0,11,219,0,0,0,0,5,1,1,3,3,2,0,0
0,0,0,0,89,3480,0,0,0,0,11,4,2,1,1,2,1,1
0,0,0,0,1,207,0,0,0,0,10,2,2,1,5,2,0,0
0,0,0,0,37,1089,0,0,0,0,12,4,2,1,2,0,0,0
2,166,7,115,233,7952,0,0,8,0,11,2,2,1,2,2,0,1
0,0,0,0,18,315,0,0,0,0,11,1,1,8,8,0,0,0
5,93,0,0,45,2139,0,0,20,0,9,2,4,2,2,0,0,1
14,173,0,0,164,4155,0,0,13,0,11,2,2,3,2,2,0,1
4,204,0,0,12,159,0,0,0,0,5,1,1,4,2,0,1,0
0,0,0,0,4,47,0,0,0,0,3,2,2,1,3,2,1,0
2,27,0,0,9,219,0,0,75,0,12,2,2,7,2,2,0,1
2,64,0,0,24,1151,0,0,15,0,12,2,2,3,2,2,0,1
4,63,0,0,10,565,0,0,0,0,12,8,13,9,20,1,0,0
0,0,0,0,5,44,0,0,0,0,11,1,1,1,3,2,0,0
1,114,0,0,10,951,0,0,0,0,9,3,2,6,1,2,0,0
2,21,1,802,48,2073,0,0,0,0,11,2,2,3,2,2,1,0
2,8,1,14,14,603,0,0,44,0,3,2,2,1,7,2,0,1
9,252,1,0,67,1060,0,0,0,0,10,3,2,1,13,2,0,1
0,0,0,0,6,202,0,0,0,0,5,1,1,3,1,2,1,0
1,15,1,43,13,94,0,0,21,0,7,2,2,3,1,2,0,0
4,70,1,30,27,1150,0,0,23,0,5,2,2,1,2,2,0,1
11,162,3,67,80,2453,0,0,4,0,11,2,2,3,2,2,0,1
0,0,1,0,77,1266,0,0,0,0,12,2,2,1,2,2,0,0
0,0,0,0,10,411,0,0,0,0,12,3,2,1,2,2,0,1
0,0,0,0,29,488,0,0,0,0,11,1,8,1,11,0,0,1
4,47,1,49,28,687,0,0,108,0,11,1,1,1,2,2,1,1
4,49,0,0,94,4804,0,0,0,0,11,2,2,1,2,2,0,1
12,152,1,0,219,7044,0,0,11,0,11,2,2,1,1,2,0,1
0,0,0,0,11,316,0,0,0,0,2,2,2,2,1,2,0,0
0,0,0,0,8,846,0,0,33,0,7,2,2,1,2,2,0,1
0,0,0,0,10,348,0,0,0,0,11,2,2,4,13,2,0,0
0,0,0,0,6,36,0,0,0,0,3,4,1,1,3,2,1,0
0,0,0,0,12,276,0,0,0,0,12,2,2,8,2,0,0,0
1,139,3,871,137,7672,0,0,37,0,10,2,2,4,2,2,0,1
0,0,0,0,1,0,0,0,0,0,11,3,2,1,1,2,0,0
1,294,0,0,12,936,0,0,26,0,5,2,2,1,4,2,1,1
0,0,0,0,17,433,0,0,0,1,5,3,2,4,4,2,1,0
4,129,3,62,43,1770,0,0,0,0,3,2,5,6,2,2,0,0
3,62,1,0,30,647,0,0,13,0,7,2,2,3,1,2,1,1
5,218,0,0,5,71,0,0,11,0,10,2,4,7,2,0,0,1
1,98,0,0,39,2555,0,0,0,0,12,2,2,1,2,2,0,0
8,132,0,0,20,413,0,0,36,0,5,1,1,1,2,2,0,1
3,26,0,0,20,384,0,0,0,0,7,2,4,1,4,2,0,1
6,254,0,0,48,1740,0,0,0,0,11,1,1,3,2,0,0,1
2,53,0,0,23,1668,0,0,0,0,2,1,1,9,3,2,0,0
0,0,0,0,11,315,0,0,0,0,3,1,1,6,3,2,1,0
1,46,0,0,40,2338,0,0,9,0,11,1,1,1,3,2,0,1
0,0,0,0,4,270,0,0,0,0,2,1,1,1,3,2,0,0
0,0,0,0,12,892,0,0,0,0,12,2,2,6,2,0,0,0
7,285,0,0,28,587,0,0,10,0,11,1,1,6,3,2,0,1
0,0,0,0,5,44,0,0,50,0,7,4,1,3,1,2,0,1
11,216,6,704,304,11250,0,0,1,0,11,2,2,1,2,2,0,1
2,60,0,0,20,717,0,0,60,0,3,2,5,9,2,2,0,1
0,0,0,0,12,167,0,0,0,0,3,3,2,1,3,2,1,0
0,0,0,0,5,131,0,0,36,0,6,1,1,1,5,0,0,1
0,0,0,0,3,0,0,0,0,0,11,3,2,1,11,2,0,1
0,0,0,0,1,0,0,0,0,0,11,1,1,3,8,2,0,0
0,0,0,0,1,0,0,0,0,0,12,3,2,3,2,2,0,0
9,64,1,21,51,1933,0,0,0,0,5,2,2,6,13,2,0,0
0,0,0,0,2,149,0,0,0,0,5,1,1,1,3,2,0,0
0,0,1,2,33,2601,0,0,177,0,11,2,2,7,20,2,0,1
0,0,0,0,12,146,0,0,0,0,7,2,2,1,1,2,0,0
4,181,0,0,34,2265,0,0,28,0,11,4,1,3,1,2,1,1
5,230,2,135,27,517,0,0,30,0,5,2,2,4,2,0,1,1
1,18,0,0,18,1188,0,0,39,0,5,2,2,3,3,2,0,1
11,828,6,389,57,2099,0,0,3,0,3,2,2,1,2,2,0,0
5,85,3,8,213,8591,0,0,8,0,11,2,2,1,10,2,0,1
0,0,0,0,8,249,0,0,0,0,11,2,2,2,2,2,0,0
7,42,0,0,23,502,0,0,0,0,11,2,5,3,3,2,1,0
9,357,3,115,45,2889,0,0,54,0,5,2,2,1,4,2,0,1
9,87,1,12,120,2016,0,0,33,0,7,2,2,7,13,2,0,1
9,211,1,52,22,501,0,0,0,0,8,1,2,1,4,2,1,1
1,24,0,0,0,0,0,0,0,0,11,1,1,1,3,2,1,1
5,1415,0,0,34,588,0,0,8,0,8,2,5,1,1,2,0,1
6,215,0,0,29,672,0,0,22,0,11,2,2,1,8,0,1,1
12,975,4,276,53,2822,0,0,0,0,9,3,2,8,2,2,1,0
9,156,5,156,83,2694,0,0,0,0,11,2,4,1,2,2,0,1
0,0,0,0,16,2214,0,0,92,0,10,2,2,1,2,0,0,1
1,22,0,0,26,982,0,0,0,0,5,2,2,1,1,0,1,0
3,143,0,0,63,2801,0,0,9,0,11,3,2,1,2,2,0,1
3,46,0,0,8,168,0,0,4,0,10,2,7,7,20,2,1,1
3,89,0,0,48,1572,0,0,20,0,11,4,2,1,3,2,0,1
3,105,0,0,37,1384,0,0,0,0,5,2,2,7,13,2,0,0
0,0,0,0,22,573,0,0,0,0,11,3,2,8,2,0,0,0
1,0,0,0,11,1019,0,0,26,0,5,2,5,3,1,2,0,1
3,112,0,0,15,658,0,0,0,0,11,3,2,6,2,0,0,0
6,66,1,83,62,2050,0,0,17,0,5,3,2,4,4,2,0,1
3,54,2,7,3,23,0,0,0,0,12,1,1,1,8,2,0,0
2,26,0,0,19,3277,0,0,0,0,3,2,2,4,6,2,0,0
1,18,0,0,26,1122,0,0,15,0,5,1,1,3,1,2,0,1
0,0,0,0,47,2493,0,0,0,0,12,2,4,9,1,2,0,1
9,204,0,0,63,3552,0,0,19,0,3,1,2,8,8,0,0,1
0,0,0,0,3,71,0,0,0,0,11,3,2,1,3,2,0,1
0,0,0,0,16,355,0,0,11,0,5,3,2,1,3,0,0,1
1,78,0,0,5,744,0,0,0,0,9,2,2,1,4,0,0,0
5,265,4,191,29,991,0,0,0,0,11,3,2,7,6,2,1,0
0,0,0,0,7,80,0,0,0,0,5,1,1,3,3,2,0,0
0,0,0,0,12,315,0,0,0,0,11,1,1,9,2,2,1,0
0,0,2,39,15,245,0,0,11,0,3,2,2,1,3,2,1,1
0,0,0,0,17,1338,0,0,0,0,8,2,2,3,13,2,0,0
1,38,1,16,30,1522,0,0,0,0,5,3,2,2,13,2,0,0
0,0,0,0,3,34,0,0,0,0,10,3,2,5,13,2,0,0
0,0,0,0,27,925,0,0,0,0,2,4,1,3,3,2,0,0
7,634,3,89,54,2864,0,0,7,0,11,3,2,3,1,2,0,0
0,0,0,0,2,252,0,0,0,0,10,2,5,9,13,2,1,0
6,109,0,0,7,86,0,0,0,0,12,2,5,7,2,2,0,1
3,37,0,0,62,1193,0,0,21,0,11,2,2,1,1,2,0,1
7,1474,2,11,129,5293,0,0,2,0,5,2,2,3,1,2,0,0
3,22,0,0,15,259,0,0,88,0,12,2,2,1,2,2,1,1
6,186,0,0,126,3372,0,0,0,0,5,2,2,7,2,2,0,0
6,888,0,0,39,1570,0,0,16,0,12,1,1,3,2,2,1,0
7,235,4,66,37,729,0,0,60,0,11,2,2,1,2,2,0,1
1,33,0,0,37,1631,0,0,13,0,12,2,2,1,1,2,0,0
0,0,0,0,1,0,0,0,0,0,2,3,2,3,3,2,0,0
5,497,1,10,51,4977,0,0,15,0,5,2,2,1,5,2,0,1
4,115,0,0,46,2557,0,0,44,0,10,2,2,1,2,2,0,1
0,0,0,0,7,76,0,0,0,0,5,3,2,1,1,2,0,0
0,0,0,0,20,869,0,0,0,0,5,3,2,4,2,2,1,0
6,96,0,0,28,672,0,0,19,0,3,1,1,2,10,2,0,1
0,0,0,0,12,173,0,0,0,0,5,1,1,6,1,2,0,0
1,0,0,0,3,0,0,0,0,0,5,1,1,4,4,2,1,0
3,180,0,0,12,1436,0,0,27,0,3,2,2,2,2,2,1,1
0,0,0,0,1,0,0,0,0,0,11,4,1,1,3,2,0,0
0,0,0,0,4,82,0,0,0,0,3,3,2,1,3,2,0,0
5,132,1,8,167,5080,0,0,64,0,11,4,2,1,1,2,1,1
6,133,1,398,129,4653,0,0,6,0,11,3,2,1,3,2,0,1
2,17,0,0,0,0,0,0,0,0,9,2,2,2,6,0,1,1
0,0,0,0,2,0,0,0,0,0,11,3,2,4,13,2,0,0
4,227,3,432,56,4895,0,0,5,0,11,2,4,3,1,2,0,0
0,0,1,39,357,8864,0,0,9,0,11,2,2,1,2,2,0,1
6,233,2,63,60,3135,0,0,0,0,3,3,2,1,10,2,0,0
7,165,0,0,63,1422,0,0,0,0,6,4,2,2,3,2,0,0
4,68,6,1022,104,8130,0,0,5,0,11,1,1,4,2,2,0,1
3,40,0,0,5,189,0,0,0,0,12,1,8,3,11,2,1,0
0,0,1,0,24,2244,0,0,0,0,3,2,2,1,1,2,0,0
0,0,0,0,6,212,0,0,0,0,3,3,2,3,1,2,0,0
6,631,3,7,28,2104,0,0,35,0,11,2,2,5,6,2,0,0
0,0,0,0,8,55,0,0,0,0,7,1,1,3,3,2,0,0
5,321,7,460,46,1900,0,0,0,1,5,1,1,3,1,2,1,0
0,0,0,0,1,0,0,0,0,0,5,2,2,9,3,2,0,0
2,79,3,332,34,1011,0,0,5,0,10,2,2,7,1,2,0,1
2,9,1,0,106,6617,0,0,1,0,11,3,2,1,1,2,1,1
1,4,0,0,26,242,0,0,0,0,6,4,1,2,1,2,0,0
5,543,6,320,20,2039,0,0,25,0,5,2,2,1,2,2,0,1
0,0,0,0,46,3346,0,0,0,0,11,2,2,3,2,2,1,1
0,0,0,0,2,0,0,0,0,0,11,3,2,5,20,2,0,0
0,0,0,0,9,639,0,0,81,0,3,1,1,2,9,2,1,1
0,0,0,0,3,16,0,0,0,0,12,2,4,7,3,2,0,0
0,0,0,0,10,45,0,0,0,0,8,1,1,1,3,2,0,0
0,0,0,0,4,103,0,0,0,0,7,1,1,1,1,2,0,0
15,1011,2,171,54,1405,0,0,37,0,3,3,2,3,2,0,1,0
0,0,0,0,18,224,0,0,0,0,5,1,2,3,4,2,0,0
1,81,0,0,15,914,0,0,56,0,11,2,2,2,11,2,1,1
0,0,0,0,1,0,0,0,0,1,5,1,1,4,1,2,1,0
5,241,0,0,5,244,0,0,0,0,11,2,2,4,1,2,1,0
0,0,0,0,3,0,0,0,0,0,12,1,1,1,3,2,0,0
0,0,0,0,3,119,0,0,0,0,11,1,1,2,10,2,0,0
4,158,1,9,9,634,0,0,0,0,3,3,2,1,1,2,1,0
4,89,1,47,39,1167,0,0,33,0,5,4,1,3,3,2,0,1
1,19,0,0,17,545,0,0,9,0,11,3,2,5,2,0,0,1
1,55,0,0,28,630,0,0,12,0,9,2,4,7,4,2,1,1
0,0,0,0,6,161,0,0,0,0,11,1,8,1,11,2,1,0
1,8,0,0,29,826,0,0,10,0,5,1,1,3,4,2,0,1
0,0,0,0,9,166,0,0,17,1,5,2,2,2,4,2,1,1
0,0,0,0,11,751,0,0,0,0,5,2,2,1,13,2,0,0
0,0,0,0,12,680,0,0,42,0,12,2,2,6,10,2,0,1
2,46,0,0,30,2559,0,0,0,0,9,3,2,6,1,2,1,0
0,0,0,0,23,2420,0,0,0,0,11,4,1,9,3,2,0,0
2,31,0,0,13,385,0,0,0,0,9,1,1,1,5,2,0,0
2,16,0,0,4,60,0,0,0,0,9,2,4,1,3,2,0,1
1,0,0,0,21,921,0,0,0,0,9,2,2,1,2,0,0,0
0,0,0,0,6,216,0,0,0,0,3,2,4,7,10,2,0,0
2,36,0,0,22,1805,0,0,3,0,9,2,2,1,2,2,1,1
6,99,0,0,83,2585,0,0,6,0,3,2,2,2,2,2,0,1
3,48,1,58,35,1698,0,0,93,0,11,4,1,1,2,2,1,1
8,268,0,0,71,2426,0,0,33,0,11,2,2,1,8,2,0,1
9,328,0,0,108,2793,0,0,0,0,11,2,2,1,3,2,0,1
8,466,2,75,44,1616,0,0,0,0,3,3,2,4,1,2,0,0
0,0,0,0,3,178,0,0,0,0,11,3,2,1,10,2,0,0
0,0,0,0,3,1666,0,0,0,0,11,2,5,3,3,2,0,0
7,397,1,246,23,672,0,0,0,0,10,3,2,4,1,2,0,0
12,317,2,256,81,3675,0,0,11,0,12,2,2,1,10,2,1,1
0,0,0,0,1,0,0,0,0,0,12,2,2,4,8,0,0,0
3,29,0,0,8,160,0,0,0,0,5,2,2,9,3,2,0,0
0,0,0,0,10,640,0,0,18,0,11,2,2,1,2,2,0,1
3,52,0,0,56,2145,0,0,13,0,5,2,2,1,14,2,0,1
2,28,0,0,51,2587,0,0,21,0,11,4,2,3,10,2,0,1
4,33,0,0,3,20,0,0,0,0,11,2,2,6,2,2,0,0
2,35,0,0,20,979,0,0,60,0,3,2,2,3,2,2,0,1
0,0,0,0,8,149,0,0,64,0,5,2,2,1,2,2,0,1
3,42,0,0,18,721,0,0,0,0,10,3,2,1,1,2,0,1
2,56,0,0,33,1399,0,0,12,0,11,1,1,2,8,0,1,1
3,509,0,0,19,976,0,0,23,0,5,1,1,1,2,2,1,1
7,421,0,0,59,1945,0,0,28,0,6,2,6,1,20,2,0,1
3,133,4,191,15,443,0,0,0,0,5,1,1,3,6,2,0,0
4,26,0,0,235,10046,0,0,0,0,11,2,2,1,2,2,0,1
2,48,4,121,51,1792,0,0,60,0,11,3,2,1,2,2,1,1
2,14,0,0,29,1082,0,0,84,0,11,2,5,3,2,0,0,1
2,37,0,0,70,6384,0,0,0,0,11,1,1,3,8,2,0,1
13,331,5,128,202,8217,0,0,3,0,11,2,2,3,10,2,1,1
0,0,1,19,27,1523,0,0,22,0,5,1,1,1,4,2,0,1
2,53,0,0,85,4478,0,0,0,0,11,2,2,1,2,2,0,1
6,218,0,0,24,1737,0,0,23,0,11,1,1,6,10,2,1,1
2,37,0,0,36,862,0,0,10,0,5,2,4,6,2,2,0,1
0,0,1,41,98,2400,0,0,0,0,11,2,2,1,2,2,0,1
1,3,0,0,9,133,0,0,4,0,7,3,2,4,1,2,0,1
0,0,0,0,3,0,0,0,0,0,5,3,2,6,13,2,1,0
3,107,0,0,45,2502,0,0,9,0,3,2,4,1,2,0,1,0
0,0,0,0,35,536,0,0,3,0,7,2,2,3,4,2,0,1
2,58,0,0,50,952,0,0,2,0,3,4,2,2,11,2,1,1
4,36,0,0,23,2359,0,0,58,0,12,4,2,1,1,0,0,1
4,52,1,7,46,3087,0,0,16,0,3,2,2,3,8,2,0,1
0,0,0,0,7,130,0,0,0,0,11,2,5,9,10,2,1,0
3,43,1,16,109,3624,0,0,11,0,11,1,2,1,2,2,0,1
0,0,2,76,35,2068,0,0,39,0,5,2,6,6,6,2,0,1
1,0,2,211,144,4627,0,0,0,0,11,2,2,1,2,2,0,1
0,0,0,0,34,1070,0,0,0,0,7,3,2,7,1,2,0,0
8,164,0,0,33,865,0,0,61,0,12,2,2,5,2,0,0,1
0,0,1,273,22,2386,0,0,0,0,12,2,2,6,2,0,0,1
3,453,3,493,36,1199,0,0,9,0,5,6,2,2,4,2,0,0
8,256,1,0,57,1319,0,0,3,0,11,3,2,3,2,2,1,1
1,12,0,0,43,851,0,0,11,0,11,2,2,1,2,2,0,1
8,2086,1,46,81,5546,0,0,15,0,11,2,2,1,2,2,0,1
7,445,1,135,52,1896,0,0,3,0,3,3,2,6,1,2,0,0
4,32,0,0,13,704,0,0,76,0,12,2,2,1,2,2,0,1
2,69,0,0,51,2103,0,0,40,0,9,2,2,4,13,2,0,1
14,574,0,0,41,2688,0,0,36,0,9,3,2,3,4,2,0,1
12,1098,1,0,115,6367,0,0,0,0,11,1,1,1,3,2,0,1
5,277,0,0,25,884,0,0,7,0,7,2,10,2,2,0,1,1
0,0,0,0,6,224,0,0,0,0,5,1,1,1,3,2,1,0
0,0,2,6,1,25,0,0,0,1,5,3,2,1,2,2,1,0
6,352,0,0,11,605,0,0,0,0,6,2,2,1,2,2,0,1
1,81,0,0,93,3359,0,0,0,0,11,2,2,3,1,2,0,1
4,74,0,0,22,672,0,0,0,0,9,2,2,9,2,2,0,1
0,0,0,0,9,267,0,0,0,0,12,3,2,8,2,0,1,0
0,0,0,0,4,302,0,0,46,0,12,8,13,9,20,1,0,1
5,46,0,0,35,539,0,0,39,0,5,2,2,3,6,2,1,1
6,101,0,0,140,7097,0,0,21,0,11,2,2,3,13,2,0,1
5,36,0,0,237,6817,0,0,3,0,11,2,2,1,3,2,0,1
1,183,0,0,28,586,0,0,0,0,12,3,2,6,10,2,0,1
0,0,0,0,63,1320,0,0,0,0,11,2,6,1,2,2,0,0
1,46,0,0,14,398,0,0,116,0,12,8,13,9,20,1,0,1
0,0,0,0,10,443,0,0,38,0,11,1,8,8,1,2,0,1
3,43,4,81,132,5091,0,0,0,0,11,2,2,4,2,2,1,1
0,0,0,0,21,173,0,0,0,0,12,1,2,3,3,2,0,0
0,0,0,0,2,55,0,0,0,0,5,3,2,1,13,2,0,0
4,58,0,0,31,806,0,0,9,0,5,2,4,1,4,2,0,1
2,47,0,0,21,825,0,0,10,0,3,2,2,2,2,0,0,1
1,24,0,0,27,1792,0,0,0,0,12,2,2,2,2,2,0,0
0,0,0,0,2,0,0,0,0,0,7,3,2,1,1,2,0,0
0,0,0,0,1,0,0,0,0,0,3,2,4,3,1,2,0,0
6,134,0,0,22,568,0,0,12,0,9,1,2,6,2,2,1,1
1,92,0,0,30,1126,0,0,67,0,11,2,2,1,6,2,0,1
1,22,0,0,9,348,0,0,16,0,11,2,2,3,3,2,0,1
1,22,3,39,80,1903,0,0,0,0,12,3,2,1,2,2,0,0
11,157,5,514,79,2605,0,0,14,0,5,2,2,7,3,2,0,1
0,0,0,0,2,0,0,0,0,0,5,1,1,3,3,2,0,0
0,0,0,0,5,131,0,0,0,0,5,1,1,1,1,2,0,0
0,0,1,0,51,2122,0,0,9,0,3,2,2,1,10,2,0,1
0,0,0,0,26,3242,0,0,0,0,5,4,1,4,6,2,1,0
4,210,0,0,131,2749,0,0,8,0,5,2,2,2,1,2,0,0
10,293,0,0,29,1219,0,0,8,0,5,2,2,3,2,2,1,0
1,337,1,39,16,630,0,0,28,0,5,3,2,1,11,2,1,1
0,0,0,0,2,3,0,0,0,0,5,2,10,3,1,2,0,0
2,62,0,0,17,775,0,0,0,0,11,2,2,3,1,2,0,1
16,180,1,649,113,8041,0,0,0,0,12,2,6,7,1,2,0,0
2,86,0,0,48,2259,0,0,12,0,12,1,1,7,2,2,0,1
0,0,0,0,40,1542,0,0,0,0,11,2,2,1,2,2,1,1
3,224,2,42,132,5098,0,0,2,0,11,1,2,1,2,2,0,1
0,0,1,42,20,408,0,0,33,0,3,2,4,7,2,2,0,1
0,0,0,0,36,777,0,0,89,0,12,3,2,4,8,0,1,1
3,84,0,0,27,655,0,0,0,0,3,2,2,2,1,2,0,0
